id,Tweet_english,Cos_Sim
1878,"us president pins all the blame for the abdication on his afghan partners 

rahul shivshankar is joined by p micha ",1
1879,india to prioritise granting visas to civil society members opinion makers women activists from afghanistan repo ,1
1880,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1881,watch  peacekeeping contingent from azerbaijan helps children at kabul airport ,1
1882,"newsalert  khalilhaqqani of haqqani network carrying a bounty of  million takes charge of kabul

pradeep w ",1
1883,"us president pins all the blame for the abdication on his afghan partners 

rahul shivshankar is joined by p micha ",1
1884,newsalert  poet munnawar rana booked following his remarks comparing valmiki community with taliban that sparked ,1
1885,newsalert  situation getting slightly better in afghanistan will work with taliban if needed borisjohnson uk ,1
1886,newsalert  g meeting to take place next week to discuss afghan situation announces us president joebiden ,1
1887,the afghan baby who was seen on video being lifted up to a us marine on the wall at hamid karzai international airp ,1
1888,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1889,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1890,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1891,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1892,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1893,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1894,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1895,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1896,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1897,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1898,"us president pins all the blame for the abdication on his afghan partners 

rahul shivshankar is joined by p micha ",1
1899,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1900,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1901,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1902,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1903,"indian exporters cautioned against afghanistan payment defaults

",1
1904,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1905,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1906,over  people evacuated since july amp approx  people from kabul since our military airlift began on a ,1
1907,almost  american troops are guarding the airport in kabul afghanistan assisting civilian departure this is on ,1
1908,newsalert  we have secured kabul airport enabling flights to resume not just military flights but civilian cha ,1
1909,exclusive  young men were recruited by taliban to fight their war we agree the us didnt do alright bill smulle ,1
1910,exclusive  no one anticipated the sudden withdrawal of the afghan military not even a single higher official fro ,1
1911,exclusive  afghan president failed their country we should have learned from vietnam and should have avoided cam ,1
1912,exclusive  the us pullout was not soon we should have left afghan after our mission the reconstruction of the ,1
1913,exclusive  afghan military lacked confidence and had no will to fight their own war bill smullen former chief o ,1
1914,why did kabul fall in  days did the us throw afghans under a bus man who strategized the invasion  powells ,1
1915,i do not deny that indian society is free of violence but to compare it to taliban is not acceptable ,1
1916,pakistans circles of convenience are now out isi chief and taliban boss clicked together does pak pm imrankhan ,1
1917,pakistans circles of convenience are now out isi chief and taliban boss clicked together does pak pm imrankhan ,1
1918,pakistans circles of convenience are now out isi chief and taliban boss clicked together does pak pm imrankhan ,1
1919,pakistans circles of convenience are now out isi chief and taliban boss clicked together does pak pm imrankhan ,1
1920,pakistans circles of convenience are now out isi chief and taliban boss clicked together does pak pm imrankhan ,1
1921,newsalert  lebanese govt express their gratitude to india for rescuing a lebanese national during the evacuation ,1
1922,"why it was necessary to enact caa union minister hardeepsinghpuri as india evacuates people from afghanistan

",1
1923,watch  visuals emerge of atrocities in afghanistan by taliban regime people stranded in afghanistan reveal the ,1
1924,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1925,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1926,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1927,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1928,taliban reaches out to russia urging them to be interlocutors to secure panjshirvalley where the resistance fight ,1
1929,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1930,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1931,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1932,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1933,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1934,video emerges of children allegedly being forced to sing praising taliban at a seminary linked to islamabads lal m ,1
1935,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1936,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1937,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
